Peleador_A,Peleador_B,DATE,WINNER,METHOD,TIME,KD_A,KD_B,SIG_STR_A,SIG_STR_B,TOTAL_STR_A,TOTAL_STR_B,TD_A,TD_B,TD_PORC_A,TD_PORC_B,SUB_ATT_A,SUB_ATT_B,REV_A,REV_B,CTRL_A,CTRL_B,STR_HEAD_A,STR_HEAD_B,STR_BODY_A,STR_BODY_B,STR_LEG_A,STR_LEG_B,STR_DISTANCE_A,STR_DISTANCE_B,STR_CLINCH_A,STR_CLINCH_B,STR_GROUND_A,STR_GROUND_B
Martin Buday,Shamil Gaziev,"December 16, 2023",1,KO/TKO,TIME: 0:56,0,0,40%,50%,13 of 26,60 of 114,0 of 2,0 of 0,0%,---,0,0,0,0,0:20,2:18,8 of 19,35 of 79,0 of 1,14 of 19,0 of 0,0 of 0,8 of 17,35 of 73,0 of 3,5 of 10,0 of 0,9 of 15
Song Yadong,Chris Gutierrez,"December 09, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,46%,60%,160 of 283,105 of 165,2 of 3,0 of 2,66%,0%,0,0,0,0,11:01,0:00,35 of 100,8 of 39,12 of 20,3 of 15,30 of 45,76 of 91,49 of 127,87 of 145,4 of 6,0 of 0,24 of 32,0 of 0
Anthony Smith,Khalil Rountree Jr.,"December 09, 2023",1,KO/TKO,TIME: 0:56,0,1,55%,46%,52 of 89,56 of 118,0 of 2,0 of 0,0%,---,0,0,0,0,0:11,0:58,27 of 62,33 of 94,14 of 16,14 of 14,6 of 6,6 of 6,46 of 83,51 of 109,1 of 1,1 of 3,0 of 0,1 of 2
Nasrat Haqparast,Jamie Mullarkey,"December 09, 2023",1,KO/TKO,TIME: 1:44,2,0,55%,34%,18 of 31,8 of 23,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,14 of 27,3 of 16,2 of 2,2 of 4,0 of 0,3 of 3,4 of 13,8 of 23,6 of 8,0 of 0,6 of 8,0 of 0
Tim Elliott,Sumudaerji,"December 09, 2023",1,Submission,TIME: 4:02,0,0,47%,40%,26 of 37,10 of 25,1 of 3,0 of 0,33%,---,1,0,0,0,2:05,0:00,6 of 13,6 of 19,0 of 1,3 of 4,4 of 7,1 of 2,8 of 18,10 of 25,2 of 2,0 of 0,0 of 1,0 of 0
JunYong Park,Andre Muniz,"December 09, 2023",1,Decision - Split,TIME: 5:00,0,0,45%,46%,52 of 96,35 of 60,0 of 0,11 of 14,---,78%,0,0,2,1,2:58,9:34,21 of 54,10 of 25,3 of 3,3 of 4,3 of 3,1 of 1,11 of 25,13 of 29,0 of 0,0 of 0,16 of 35,1 of 1
Song Kenan,Kevin Jousset,"December 09, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,39%,57%,88 of 188,158 of 263,0 of 1,1 of 2,0%,50%,0,0,0,0,0:00,1:26,43 of 128,78 of 171,8 of 10,15 of 20,11 of 18,41 of 44,55 of 145,121 of 219,7 of 11,13 of 16,0 of 0,0 of 0
HyunSung Park,Shannon Ross,"December 09, 2023",1,KO/TKO,TIME: 3:59,2,0,40%,40%,65 of 154,61 of 135,0 of 1,0 of 0,0%,---,0,0,0,0,3:21,0:00,33 of 101,25 of 88,11 of 15,9 of 12,6 of 8,13 of 15,36 of 88,46 of 107,6 of 14,1 of 8,8 of 22,0 of 0
Steve Garcia,Melquizael Costa,"December 09, 2023",1,KO/TKO,TIME: 1:01,1,0,59%,60%,41 of 66,20 of 25,0 of 0,2 of 10,---,20%,1,0,0,0,0:46,4:41,26 of 45,1 of 5,2 of 3,2 of 2,1 of 1,3 of 3,4 of 10,2 of 3,3 of 8,4 of 7,22 of 31,0 of 0
Luana Santos,Stephanie Egger,"December 09, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,50%,38%,97 of 161,112 of 193,2 of 4,1 of 1,50%,100%,0,0,0,0,7:44,1:06,20 of 61,31 of 97,22 of 29,13 of 17,11 of 14,0 of 1,50 of 95,29 of 96,3 of 9,15 of 19,0 of 0,0 of 0
Tatsuro Taira,Carlos Hernandez,"December 09, 2023",1,KO/TKO,TIME: 0:55,1,0,76%,50%,44 of 60,2 of 4,0 of 0,0 of 2,---,0%,0,0,0,0,3:36,0:53,30 of 40,2 of 4,1 of 1,0 of 0,2 of 2,0 of 0,7 of 8,2 of 4,0 of 1,0 of 0,26 of 34,0 of 0
Rayanne dos Santos,Talita Alencar,"December 09, 2023",1,Decision - Split,TIME: 5:00,0,0,43%,22%,80 of 156,48 of 176,0 of 1,1 of 9,0%,11%,0,0,0,0,0:14,2:44,41 of 104,21 of 125,11 of 17,12 of 25,5 of 9,3 of 7,45 of 117,21 of 133,11 of 12,8 of 12,1 of 1,7 of 12
Beneil Dariush,Arman Tsarukyan,"December 02, 2023",1,KO/TKO,TIME: 1:04,0,1,25%,53%,2 of 8,8 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,0 of 5,8 of 15,0 of 1,0 of 0,2 of 2,0 of 0,2 of 8,4 of 10,0 of 0,2 of 2,0 of 0,2 of 3
Jalin Turner,King Green,"December 02, 2023",1,KO/TKO,TIME: 2:49,1,0,55%,57%,33 of 60,15 of 26,0 of 0,0 of 0,---,---,0,0,0,0,0:12,0:02,26 of 48,5 of 14,2 of 4,3 of 4,5 of 8,7 of 8,18 of 41,14 of 24,0 of 0,1 of 2,15 of 19,0 of 0
Rob Font,Deiveson Figueiredo,"December 02, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,48%,60%,48 of 96,53 of 84,0 of 2,4 of 7,0%,57%,0,0,0,0,0:22,4:02,39 of 85,35 of 64,5 of 6,7 of 7,2 of 3,3 of 3,44 of 92,33 of 60,2 of 2,6 of 7,0 of 0,6 of 7
Sean Brady,Kelvin Gastelum,"December 02, 2023",1,Submission,TIME: 1:43,0,0,58%,56%,97 of 130,21 of 35,5 of 5,0 of 0,100%,---,3,0,0,1,9:06,0:19,8 of 16,7 of 19,1 of 2,7 of 8,5 of 6,4 of 5,7 of 15,13 of 23,1 of 1,4 of 5,6 of 8,1 of 4
Clay Guida,Joaquim Silva,"December 02, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,32%,50%,63 of 155,85 of 141,2 of 11,2 of 3,18%,66%,0,2,0,0,4:23,2:35,19 of 103,33 of 72,14 of 20,9 of 15,10 of 11,4 of 4,36 of 127,28 of 64,7 of 7,15 of 19,0 of 0,3 of 8
Punahele Soriano,Dustin Stoltzfus,"December 02, 2023",1,Submission,TIME: 4:10,0,1,42%,52%,33 of 76,78 of 140,0 of 0,4 of 7,---,57%,0,1,0,0,0:00,2:12,18 of 56,24 of 79,9 of 11,23 of 27,4 of 6,17 of 17,30 of 72,60 of 116,1 of 1,4 of 7,0 of 0,0 of 0
Miesha Tate,Julia Avila,"December 02, 2023",1,Submission,TIME: 1:15,0,0,86%,27%,127 of 152,11 of 21,4 of 5,0 of 0,80%,---,1,0,0,0,10:55,0:00,31 of 35,3 of 11,1 of 1,0 of 0,0 of 1,0 of 0,5 of 8,3 of 11,0 of 0,0 of 0,27 of 29,0 of 0
Zachary Reese,Cody Brundage,"December 02, 2023",1,KO/TKO,TIME: 1:49,0,0,80%,75%,10 of 12,12 of 16,0 of 0,1 of 1,---,100%,1,0,0,0,0:00,1:25,3 of 4,7 of 10,0 of 0,1 of 1,1 of 1,1 of 1,1 of 2,4 of 4,1 of 1,0 of 0,2 of 2,5 of 8
Drakkar Klose,Joe Solecki,"December 02, 2023",1,KO/TKO,TIME: 1:41,0,0,100%,100%,8 of 9,9 of 13,0 of 0,1 of 2,---,50%,0,0,1,0,0:40,0:53,1 of 1,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0
Rodolfo Bellato,Ihor Potieria,"December 02, 2023",1,KO/TKO,TIME: 4:17,0,1,61%,57%,99 of 160,92 of 153,1 of 4,0 of 0,25%,---,0,0,0,0,2:49,1:41,70 of 116,58 of 111,9 of 12,9 of 10,1 of 3,6 of 6,18 of 46,38 of 73,11 of 14,12 of 21,51 of 71,23 of 33
Wellington Turman,Jared Gooden,"December 02, 2023",1,Submission,TIME: 1:11,0,0,64%,63%,46 of 73,62 of 95,1 of 1,1 of 1,100%,100%,0,1,0,0,1:40,0:31,27 of 47,33 of 59,2 of 2,14 of 18,8 of 8,6 of 6,32 of 49,43 of 72,2 of 2,1 of 1,3 of 6,9 of 10
Veronica Hardy,Jamey-Lyn Horth,"December 02, 2023",1,Decision - Split,TIME: 5:00,0,0,42%,49%,61 of 122,74 of 125,1 of 2,1 of 3,50%,33%,0,0,0,0,1:34,3:59,29 of 86,16 of 49,11 of 11,20 of 26,3 of 4,7 of 12,30 of 81,23 of 59,13 of 20,20 of 28,0 of 0,0 of 0
Brendan Allen,Paul Craig,"November 18, 2023",1,Submission,TIME: 0:38,0,0,74%,42%,52 of 64,13 of 21,2 of 2,0 of 2,100%,0%,2,1,0,0,7:58,0:34,26 of 37,3 of 10,3 of 3,1 of 1,3 of 3,2 of 3,12 of 17,6 of 13,1 of 2,0 of 0,19 of 24,0 of 1
Michael Morales,Jake Matthews,"November 18, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,40%,38%,84 of 208,57 of 149,0 of 1,0 of 1,0%,0%,0,0,0,0,0:07,0:03,45 of 157,33 of 109,12 of 17,17 of 24,27 of 34,7 of 16,80 of 197,54 of 146,4 of 11,3 of 3,0 of 0,0 of 0
Chase Hooper,Jordan Leavitt,"November 18, 2023",1,Submission,TIME: 2:58,0,0,33%,75%,13 of 18,5 of 10,0 of 0,0 of 2,---,0%,1,0,0,1,0:57,0:59,1 of 3,2 of 3,0 of 0,1 of 1,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,1 of 1,1 of 1,2 of 3
Payton Talbott,Nick Aguirre,"November 18, 2023",1,Submission,TIME: 0:58,0,0,52%,41%,58 of 90,18 of 29,0 of 0,2 of 10,---,20%,1,0,0,0,3:25,5:46,22 of 46,4 of 11,4 of 5,1 of 1,2 of 2,0 of 0,12 of 27,5 of 9,0 of 0,0 of 3,16 of 26,0 of 0
Luana Pinheiro,Amanda Ribas,"November 18, 2023",1,KO/TKO,TIME: 3:53,0,1,47%,38%,56 of 120,96 of 234,1 of 6,0 of 1,16%,0%,0,0,0,0,1:11,0:30,36 of 86,57 of 158,11 of 18,8 of 29,8 of 12,22 of 37,51 of 109,81 of 212,4 of 6,3 of 6,0 of 1,3 of 6
Uros Medic,Myktybek Orolbai,"November 18, 2023",1,Submission,TIME: 4:12,0,0,51%,40%,17 of 32,16 of 31,0 of 0,7 of 10,---,70%,0,1,0,0,0:02,7:26,10 of 20,6 of 16,4 of 7,0 of 0,0 of 0,2 of 4,5 of 14,3 of 8,8 of 12,1 of 1,1 of 1,4 of 11
Jonathan Pearce,Joanderson Brito,"November 18, 2023",1,Submission,TIME: 3:54,0,0,87%,40%,81 of 96,33 of 47,1 of 4,1 of 1,25%,100%,0,1,1,0,6:15,1:58,6 of 6,4 of 15,2 of 4,3 of 4,6 of 6,1 of 1,3 of 4,4 of 12,7 of 8,2 of 3,4 of 4,2 of 5
Chad Anheliger,Jose Johnson,"November 18, 2023",1,Submission,TIME: 4:49,0,0,36%,58%,47 of 103,141 of 198,4 of 8,1 of 2,50%,50%,0,1,1,2,6:18,4:20,14 of 49,42 of 78,6 of 13,15 of 18,6 of 9,6 of 12,19 of 54,25 of 53,4 of 6,10 of 17,3 of 11,28 of 38
Christian Leroy Duncan,Denis Tiuliulin,"November 18, 2023",1,KO/TKO,TIME: 4:24,1,0,74%,42%,90 of 123,37 of 81,0 of 2,0 of 0,0%,---,0,0,0,0,4:51,0:00,44 of 65,19 of 57,8 of 9,6 of 8,13 of 13,5 of 6,46 of 65,26 of 66,16 of 17,4 of 5,3 of 5,0 of 0
Mick Parkin,Caio Machado,"November 18, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,39%,57%,69 of 139,103 of 164,3 of 10,0 of 1,30%,0%,0,0,1,0,6:23,0:20,33 of 91,41 of 95,2 of 3,24 of 26,4 of 4,11 of 11,34 of 92,68 of 121,3 of 3,6 of 9,2 of 3,2 of 2
Jeka Saragih,Lucas Alexander,"November 18, 2023",1,KO/TKO,TIME: 1:31,1,0,44%,68%,4 of 9,11 of 16,1 of 1,0 of 1,100%,0%,0,0,0,0,0:05,0:00,3 of 6,6 of 10,1 of 2,2 of 3,0 of 1,3 of 3,2 of 6,11 of 16,0 of 0,0 of 0,2 of 3,0 of 0
Lucie Pudilova,Ailin Perez,"November 18, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,47%,56%,41 of 67,123 of 180,0 of 0,2 of 8,---,25%,1,0,0,0,4:09,8:36,13 of 31,31 of 57,7 of 9,5 of 7,0 of 2,6 of 10,5 of 25,12 of 27,9 of 10,3 of 6,6 of 7,27 of 41
Trey Ogden,Nikolas Motta,"November 18, 2023",1,Overturned,TIME: 3:11,0,0,69%,17%,96 of 128,16 of 82,3 of 16,0 of 0,18%,---,1,0,0,0,4:28,0:00,49 of 74,8 of 73,6 of 6,5 of 6,3 of 3,1 of 1,44 of 65,14 of 80,13 of 17,0 of 0,1 of 1,0 of 0
Charles Johnson,Rafael Estevam,"November 18, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,66%,41%,116 of 161,35 of 77,0 of 0,3 of 22,---,13%,0,1,1,0,0:43,9:23,38 of 69,10 of 28,27 of 33,6 of 12,7 of 7,2 of 3,53 of 80,11 of 31,18 of 26,3 of 5,1 of 3,4 of 7
Jiri Prochazka,Alex Pereira,"November 11, 2023",1,KO/TKO,TIME: 4:08,0,1,56%,62%,44 of 70,49 of 72,1 of 3,0 of 0,33%,---,0,1,0,0,2:45,0:08,18 of 37,21 of 38,7 of 10,5 of 8,5 of 6,12 of 15,26 of 49,22 of 43,2 of 2,4 of 4,2 of 2,12 of 14
Sergei Pavlovich,Tom Aspinall,"November 11, 2023",1,KO/TKO,TIME: 1:09,0,1,14%,71%,1 of 7,10 of 14,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,1 of 7,7 of 10,0 of 0,0 of 1,0 of 0,3 of 3,1 of 7,7 of 11,0 of 0,0 of 0,0 of 0,3 of 3
Jessica Andrade,Mackenzie Dern,"November 11, 2023",1,KO/TKO,TIME: 3:15,4,0,49%,42%,53 of 107,50 of 115,0 of 0,0 of 4,---,0%,0,0,0,0,0:13,0:00,27 of 76,38 of 100,7 of 9,6 of 9,19 of 22,5 of 5,43 of 90,47 of 109,6 of 12,2 of 5,4 of 5,0 of 0
Matt Frevola,Benoit Saint Denis,"November 11, 2023",1,KO/TKO,TIME: 1:31,0,1,55%,54%,7 of 12,10 of 15,2 of 2,0 of 0,100%,---,0,0,0,1,0:25,0:19,2 of 6,3 of 7,3 of 3,1 of 2,0 of 0,2 of 2,4 of 8,4 of 9,1 of 1,0 of 0,0 of 0,2 of 2
Diego Lopes,Pat Sabatini,"November 11, 2023",1,KO/TKO,TIME: 1:30,1,0,72%,58%,13 of 18,10 of 16,0 of 1,0 of 2,0%,0%,0,0,0,0,0:02,0:00,11 of 15,3 of 7,2 of 2,3 of 4,0 of 1,1 of 1,4 of 8,5 of 10,3 of 3,1 of 1,6 of 7,1 of 1
Steve Erceg,Alessandro Costa,"November 11, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,59%,55%,104 of 162,85 of 129,1 of 8,1 of 6,12%,16%,1,0,1,0,6:29,1:14,41 of 87,31 of 70,25 of 30,14 of 17,8 of 8,9 of 10,43 of 91,35 of 76,26 of 28,19 of 21,5 of 6,0 of 0
Tabatha Ricci,Loopy Godinez,"November 11, 2023",1,Decision - Split,TIME: 5:00,0,0,37%,44%,91 of 232,101 of 225,0 of 6,0 of 1,0%,0%,0,0,0,0,1:22,0:03,68 of 197,81 of 200,8 of 11,15 of 19,8 of 16,2 of 2,78 of 218,85 of 207,4 of 4,11 of 12,2 of 2,2 of 2
Mateusz Rebecki,Roosevelt Roberts,"November 11, 2023",1,Submission,TIME: 3:08,0,0,62%,28%,28 of 38,6 of 12,2 of 2,0 of 0,100%,---,1,0,0,1,2:14,0:13,7 of 11,1 of 5,0 of 1,0 of 1,3 of 4,1 of 1,3 of 9,2 of 7,0 of 0,0 of 0,7 of 7,0 of 0
Nazim Sadykhov,Viacheslav Borshchev,"November 11, 2023",1,Decision - Majority,TIME: 5:00,1,0,43%,59%,109 of 228,144 of 242,4 of 7,0 of 0,57%,---,0,0,0,0,3:32,0:10,65 of 172,87 of 178,19 of 26,30 of 34,7 of 9,26 of 29,66 of 175,141 of 239,5 of 8,2 of 2,20 of 24,0 of 0
Jared Gordon,Mark Madsen,"November 11, 2023",1,KO/TKO,TIME: 4:42,1,0,54%,61%,54 of 87,46 of 69,0 of 0,0 of 0,---,---,0,0,0,0,0:19,1:04,27 of 57,23 of 44,5 of 5,12 of 13,4 of 4,0 of 0,22 of 51,16 of 37,10 of 11,19 of 20,4 of 4,0 of 0
John Castaneda,Kyung Ho Kang,"November 11, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,62%,43%,119 of 187,88 of 203,3 of 8,0 of 0,37%,---,0,0,0,0,2:18,0:00,47 of 103,59 of 170,30 of 39,17 of 19,34 of 37,12 of 13,109 of 176,82 of 194,2 of 3,6 of 8,0 of 0,0 of 0
Joshua Van,Kevin Borjas,"November 11, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,52%,38%,165 of 311,78 of 200,2 of 4,0 of 3,50%,0%,0,0,0,1,1:03,0:21,92 of 227,54 of 170,49 of 57,9 of 12,15 of 16,12 of 15,153 of 295,73 of 193,3 of 5,1 of 2,0 of 0,1 of 2
Dennis Buzukja,Jamall Emmers,"November 11, 2023",1,KO/TKO,TIME: 0:49,0,1,42%,70%,3 of 7,14 of 20,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,0 of 4,8 of 12,1 of 1,2 of 4,2 of 2,4 of 4,3 of 7,10 of 14,0 of 0,0 of 0,0 of 0,4 of 6
Jailton Almeida,Derrick Lewis,"November 04, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,67%,51%,120 of 153,28 of 54,6 of 15,0 of 2,40%,0%,4,0,1,0,21:10,0:57,32 of 48,17 of 33,5 of 5,3 of 6,1 of 3,0 of 0,5 of 7,2 of 10,3 of 8,1 of 1,30 of 41,17 of 28
Gabriel Bonfim,Nicolas Dalby,"November 04, 2023",1,KO/TKO,TIME: 4:33,0,1,42%,46%,47 of 103,64 of 128,3 of 5,0 of 1,60%,0%,1,0,0,0,4:19,1:27,27 of 77,41 of 96,3 of 4,7 of 11,9 of 10,5 of 6,32 of 71,25 of 76,3 of 9,25 of 33,4 of 11,3 of 4
Rodrigo Nascimento,Don'Tale Mayes,"November 04, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,45%,49%,91 of 180,105 of 190,0 of 3,0 of 1,0%,0%,0,0,0,0,2:21,0:39,51 of 132,39 of 103,9 of 11,30 of 44,10 of 11,10 of 12,58 of 134,55 of 128,12 of 20,24 of 31,0 of 0,0 of 0
Caio Borralho,Abus Magomedov,"November 04, 2023",1,Decision - Unanimous,TIME: 5:00,1,0,49%,35%,70 of 126,39 of 110,0 of 1,0 of 0,0%,---,0,0,0,0,2:17,0:00,33 of 73,19 of 74,11 of 15,14 of 24,7 of 15,5 of 9,50 of 102,38 of 107,0 of 0,0 of 0,1 of 1,0 of 0
Elves Brener,Kaynan Kruschewsky,"November 04, 2023",1,KO/TKO,TIME: 4:01,1,0,48%,25%,16 of 33,8 of 31,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,6 of 20,6 of 25,2 of 3,2 of 6,8 of 10,0 of 0,16 of 33,8 of 31,0 of 0,0 of 0,0 of 0,0 of 0
Rinat Fakhretdinov,Elizeu Zaleski dos Santos,"November 04, 2023",1,Decision - Majority,TIME: 5:00,1,0,46%,49%,109 of 216,115 of 211,1 of 9,0 of 1,11%,0%,0,1,1,0,4:25,1:24,50 of 144,47 of 113,11 of 16,17 of 26,26 of 26,11 of 13,65 of 156,57 of 129,7 of 8,2 of 3,15 of 22,16 of 20
Vitor Petrino,Modestas Bukauskas,"November 04, 2023",1,KO/TKO,TIME: 1:03,1,0,30%,47%,14 of 34,12 of 23,1 of 2,0 of 0,50%,---,0,0,0,0,2:18,0:00,6 of 23,5 of 14,2 of 3,0 of 0,0 of 0,4 of 5,7 of 21,9 of 19,0 of 0,0 of 0,1 of 5,0 of 0
Angela Hill,Denise Gomes,"November 04, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,63%,46%,96 of 153,111 of 203,5 of 9,1 of 3,55%,33%,0,0,1,1,8:03,1:03,37 of 76,29 of 91,37 of 42,25 of 33,2 of 2,8 of 9,40 of 68,34 of 97,33 of 44,27 of 35,3 of 8,1 of 1
Eduarda Moura,Montserrat Conejo Ruiz,"November 04, 2023",1,KO/TKO,TIME: 2:14,0,0,74%,22%,102 of 139,9 of 29,3 of 3,0 of 0,100%,---,0,0,0,0,5:57,0:02,55 of 75,0 of 15,2 of 2,0 of 2,0 of 0,5 of 5,5 of 12,5 of 22,1 of 1,0 of 0,51 of 64,0 of 0
Kaue Fernandes,Marc Diakiese,"November 04, 2023",1,Decision - Split,TIME: 5:00,0,0,54%,40%,67 of 92,65 of 92,1 of 1,3 of 8,100%,37%,0,0,0,1,1:27,8:38,6 of 20,11 of 26,8 of 13,2 of 5,9 of 9,0 of 1,21 of 38,7 of 18,2 of 4,2 of 4,0 of 0,4 of 10
Islam Makhachev,Alexander Volkanovski,"October 21, 2023",1,KO/TKO,TIME: 3:06,1,0,82%,66%,39 of 46,11 of 18,0 of 1,0 of 0,0%,---,0,0,0,0,0:19,0:49,13 of 16,0 of 1,9 of 11,1 of 1,2 of 2,3 of 4,7 of 11,3 of 5,8 of 9,1 of 1,9 of 9,0 of 0
Kamaru Usman,Khamzat Chimaev,"October 21, 2023",1,Decision - Majority,TIME: 5:00,0,0,54%,54%,58 of 92,107 of 143,0 of 1,4 of 12,0%,33%,0,1,0,0,0:04,7:16,27 of 52,27 of 53,6 of 10,3 of 9,3 of 4,8 of 8,33 of 63,22 of 53,1 of 1,0 of 0,2 of 2,16 of 17
Magomed Ankalaev,Johnny Walker,"October 21, 2023",1,Could Not Continue,TIME: 3:13,0,0,68%,51%,16 of 23,17 of 30,1 of 1,0 of 0,100%,---,0,0,0,0,1:06,0:00,7 of 13,4 of 15,3 of 3,1 of 2,3 of 3,9 of 10,7 of 11,14 of 27,1 of 1,0 of 0,5 of 7,0 of 0
Ikram Aliskerov,Warlley Alves,"October 21, 2023",1,KO/TKO,TIME: 2:07,1,0,72%,75%,26 of 36,12 of 16,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,20 of 29,3 of 6,6 of 6,1 of 1,0 of 1,8 of 9,26 of 36,12 of 16,0 of 0,0 of 0,0 of 0,0 of 0
Said Nurmagomedov,Muin Gafurov,"October 21, 2023",1,Submission,TIME: 1:13,0,0,45%,33%,5 of 11,1 of 3,0 of 0,0 of 1,---,0%,1,0,0,0,0:03,0:07,2 of 7,0 of 2,2 of 2,0 of 0,1 of 2,1 of 1,5 of 11,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0
Tim Elliott,Muhammad Mokaev,"October 21, 2023",1,Submission,TIME: 3:03,0,0,69%,42%,71 of 87,118 of 146,1 of 1,3 of 6,100%,50%,2,1,0,0,2:23,8:24,19 of 30,8 of 21,10 of 12,3 of 8,1 of 1,3 of 4,14 of 27,10 of 29,8 of 8,1 of 1,8 of 8,3 of 3
Mohammad Yahya,Trevor Peek,"October 21, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,46%,62%,47 of 96,83 of 123,1 of 1,4 of 7,100%,57%,1,0,0,0,0:24,5:10,28 of 70,32 of 61,14 of 21,16 of 23,1 of 1,13 of 13,41 of 90,50 of 83,2 of 2,6 of 9,0 of 0,5 of 5
Javid Basharat,Victor Henry,"October 21, 2023",1,Could Not Continue,TIME: 0:15,0,0,69%,69%,33 of 46,30 of 41,1 of 4,0 of 1,25%,0%,0,0,0,0,0:29,0:14,8 of 21,3 of 10,8 of 8,6 of 6,14 of 14,16 of 20,26 of 39,23 of 34,4 of 4,2 of 2,0 of 0,0 of 0
Abu Azaitar,Sedriques Dumas,"October 21, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,38%,43%,87 of 153,72 of 117,2 of 4,1 of 2,50%,50%,0,0,0,0,0:32,4:10,21 of 78,11 of 45,13 of 18,5 of 11,7 of 10,18 of 23,31 of 90,31 of 76,3 of 6,0 of 0,7 of 10,3 of 3
Mike Breeden,Anshul Jubli,"October 21, 2023",1,KO/TKO,TIME: 3:00,1,0,51%,53%,94 of 181,104 of 195,0 of 1,0 of 5,0%,0%,0,0,0,0,0:01,0:05,75 of 157,63 of 145,11 of 13,27 of 36,6 of 7,13 of 13,89 of 174,97 of 181,2 of 2,6 of 13,1 of 1,0 of 0
Nathaniel Wood,Muhammad Naimov,"October 21, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,69%,59%,70 of 94,100 of 140,2 of 7,4 of 9,28%,44%,0,0,0,1,2:44,6:42,37 of 57,31 of 60,6 of 7,10 of 13,7 of 8,7 of 8,36 of 56,24 of 48,5 of 6,11 of 14,9 of 10,13 of 19
Viktoriia Dudakova,Jinh Yu Frey,"October 21, 2023",1,Decision - Unanimous,TIME: 5:00,1,0,50%,46%,109 of 183,65 of 121,0 of 3,1 of 3,0%,33%,0,0,0,0,0:18,4:40,47 of 115,31 of 80,26 of 30,8 of 13,1 of 1,8 of 8,60 of 131,37 of 89,14 of 15,3 of 4,0 of 0,7 of 8
Shara Magomedov,Bruno Silva,"October 21, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,73%,71%,222 of 274,107 of 138,0 of 0,3 of 7,---,42%,0,0,0,0,0:00,6:44,56 of 92,51 of 76,22 of 24,6 of 7,35 of 38,8 of 8,74 of 106,35 of 56,15 of 21,5 of 5,24 of 27,25 of 30
Sodiq Yusuff,Edson Barboza,"October 14, 2023",1,Decision - Unanimous,TIME: 5:00,1,1,50%,50%,206 of 397,178 of 347,1 of 2,3 of 4,50%,75%,0,0,0,0,3:56,3:04,126 of 284,71 of 204,14 of 20,89 of 112,38 of 47,4 of 8,148 of 311,134 of 290,15 of 18,25 of 27,15 of 22,5 of 7
Jennifer Maia,Viviane Araujo,"October 14, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,40%,52%,60 of 126,64 of 100,2 of 4,2 of 6,50%,33%,0,1,0,0,1:25,7:03,29 of 87,15 of 36,2 of 4,4 of 5,10 of 10,5 of 5,31 of 88,22 of 43,10 of 13,1 of 2,0 of 0,1 of 1
Jonathan Martinez,Adrian Yanez,"October 14, 2023",1,KO/TKO,TIME: 2:26,2,0,62%,27%,36 of 60,20 of 73,0 of 0,0 of 0,---,---,0,0,0,0,0:19,0:10,7 of 15,9 of 59,0 of 2,10 of 12,29 of 41,1 of 1,36 of 58,17 of 66,0 of 0,3 of 6,0 of 0,0 of 0
Andre Petroski,Michel Pereira,"October 14, 2023",1,KO/TKO,TIME: 1:06,0,1,0%,33%,0 of 1,6 of 18,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:04,0 of 1,5 of 17,0 of 0,1 of 1,0 of 0,0 of 0,0 of 1,2 of 6,0 of 0,0 of 0,0 of 0,4 of 12
Christian Rodriguez,Cameron Saaiman,"October 14, 2023",1,Decision - Unanimous,TIME: 5:00,0,0,51%,41%,92 of 173,87 of 192,3 of 6,0 of 5,50%,0%,2,1,1,0,3:12,1:26,64 of 141,38 of 121,18 of 19,14 of 21,1 of 1,21 of 33,63 of 131,65 of 160,13 of 21,8 of 15,7 of 9,0 of 0
